"DS_DESCRICAO";"FK_ESTADO";"ID_CIDADE";"estado_ID_ESTADO"
"SAIRE";18;5414;0
"SALGADINHO";18;5415;0
"SALGUEIRO";18;5416;0
"SALOA";18;5417;0
"SALOBRO";18;5418;0
"SANHARO";18;5419;0
"SANTA CRUZ";18;5420;0
"SANTA CRUZ DA BAIXA VERDE";18;5421;0
"SANTA CRUZ DO CAPIBARIBE";18;5422;0
"SANTA FILOMENA";18;5423;0
"SANTA MARIA DA BOA VISTA";18;5424;0
"SANTA MARIA DO CAMBUCA";18;5425;0
"SANTA RITA";18;5426;0
"SANTA TEREZINHA";18;5427;0
"SANTA TEREZINHA";18;5428;0
"SANTANA DE SAO JOAQUIM";18;5429;0
"SANTO AGOSTINHO";18;5430;0
"SANTO ANTONIO DAS QUEIMADAS";18;5431;0
"SANTO ANTONIO DOS PALMARES";18;5432;0
"SAO BENEDITO DO SUL";18;5433;0
"SAO BENTO DO UNA";18;5434;0
"SAO CAETANO DO NAVIO";18;5435;0
"SAO CAITANO";18;5436;0
"SAO DOMINGOS";18;5437;0
"SAO JOAO";18;5438;0
"SAO JOAQUIM DO MONTE";18;5439;0
"SAO JOSE";18;5440;0
"SAO JOSE DA COROA GRANDE";18;5441;0
"SAO JOSE DO BELMONTE";18;5442;0
"SAO JOSE DO EGITO";18;5443;0
"SAO LAZARO";18;5444;0
"SAO LOURENCO DA MATA";18;5445;0
"SAO PEDRO";18;5446;0
"SAO VICENTE";18;5447;0
"SAO VICENTE FERRER";18;5448;0
"SAPUCARANA";18;5449;0
"SAUE";18;5450;0
"SERRA BRANCA";18;5451;0
"SERRA DO VENTO";18;5452;0
"SERRA TALHADA";18;5453;0
"SERRITA";18;5454;0
"SERROLANDIA";18;5455;0
"SERTANIA";18;5456;0
"SERTAOZINHO DE BAIXO";18;5457;0
"SIRIJI";18;5458;0
"SIRINHAEM";18;5459;0
"SITIO DOS NUNES";18;5460;0
"SOLIDAO";18;5461;0
"SURUBIM";18;5462;0
"TABIRA";18;5463;0
"TABOCAS";18;5464;0
"TACAIMBO";18;5465;0
"TACARATU";18;5466;0
"TAMANDARE";18;5467;0
"TAMBOATA";18;5468;0
"TAPIRAIM";18;5469;0
"TAQUARITINGA DO NORTE";18;5470;0
"TARA";18;5471;0
"TAUAPIRANGA";18;5472;0
"TEJUCUPAPO";18;5473;0
"TEREZINHA";18;5474;0
"TERRA NOVA";18;5475;0
"TIMBAUBA";18;5476;0
"TIMORANTE";18;5477;0
"TORITAMA";18;5478;0
"TRACUNHAEM";18;5479;0
"TRAPIA";18;5480;0
"TRES LADEIRAS";18;5481;0
"TRINDADE";18;5482;0
"TRIUNFO";18;5483;0
"TUPANACI";18;5484;0
"TUPANATINGA";18;5485;0
"TUPAOCA";18;5486;0
"TUPARETAMA";18;5487;0
"UMAS";18;5488;0
"UMBURETAMA";18;5489;0
"UPATININGA";18;5490;0
"URIMAMA";18;5491;0
"URUCU-MIRIM";18;5492;0
"URUCUBA";18;5493;0
"VASQUES";18;5494;0
"VENEZA";18;5495;0
"VENTUROSA";18;5496;0
"VERDEJANTE";18;5497;0
"VERTENTE DO LERIO";18;5498;0
"VERTENTES";18;5499;0
"VICENCIA";18;5500;0
"VILA NOVA";18;5501;0
"VIRACAO";18;5502;0
"VITORIA DE SANTO ANTAO";18;5503;0
"VOLTA DO MOXOTO";18;5504;0
"XEXEU";18;5505;0
"XUCURU";18;5506;0
"ZE GOMES";18;5507;0
"ACAUA";19;5508;0
"AGRICOLANDIA";19;5509;0
"AGUA BRANCA";19;5510;0
"ALAGOINHA DO PIAUI";19;5511;0
"ALEGRETE DO PIAUI";19;5512;0
"ALTO LONGA";19;5513;0
"ALTOS";19;5514;0
"ALVORADA DO GURGUEIA";19;5515;0
"AMARANTE";19;5516;0
"ANGICAL DO PIAUI";19;5517;0
"ANISIO DE ABREU";19;5518;0
"ANTONIO ALMEIDA";19;5519;0
"AROAZES";19;5520;0
"ARRAIAL";19;5521;0
"ASSUNCAO DO PIAUI";19;5522;0
"AVELINO LOPES";19;5523;0
"BAIXA GRANDE DO RIBEIRO";19;5524;0
"BARRA DALCANTARA";19;5525;0
"BARRAS";19;5526;0
"BARREIRAS DO PIAUI";19;5527;0
"BARRO DURO";19;5528;0
"BATALHA";19;5529;0
"BELA VISTA DO PIAUI";19;5530;0
"BELEM DO PIAUI";19;5531;0
"BENEDITINOS";19;5532;0
"BERTOLINIA";19;5533;0
"BETANIA DO PIAUI";19;5534;0
"BOA HORA";19;5535;0
"BOCAINA";19;5536;0
"BOM JESUS";19;5537;0
"BOM PRINCIPIO DO PIAUI";19;5538;0
"BONFIM DO PIAUI";19;5539;0
"BOQUEIRAO DO PIAUI";19;5540;0
"BRASILEIRA";19;5541;0
"BREJO DO PIAUI";19;5542;0
"BURITI DOS LOPES";19;5543;0
"BURITI DOS MONTES";19;5544;0
"CABECEIRAS DO PIAUI";19;5545;0
"CAJAZEIRAS DO PIAUI";19;5546;0
"CAJUEIRO DA PRAIA";19;5547;0
"CALDEIRAO GRANDE DO PIAUI";19;5548;0
"CAMPINAS DO PIAUI";19;5549;0
"CAMPO ALEGRE DO FIDALGO";19;5550;0
"CAMPO GRANDE DO PIAUI";19;5551;0
"CAMPO LARGO DO PIAUI";19;5552;0
"CAMPO MAIOR";19;5553;0
"CANAVIEIRA";19;5554;0
"CANTO DO BURITI";19;5555;0
"CAPITAO DE CAMPOS";19;5556;0
"CAPITAO GERVASIO OLIVEIRA";19;5557;0
"CARACOL";19;5558;0
"CARAUBAS DO PIAUI";19;5559;0
"CARIDADE DO PIAUI";19;5560;0
"CASTELO DO PIAUI";19;5561;0
"CAXINGO";19;5562;0
"COCAL";19;5563;0
"COCAL DE TELHA";19;5564;0
"COCAL DOS ALVES";19;5565;0
"COIVARAS";19;5566;0
"COLONIA DO GURGUEIA";19;5567;0
"COLONIA DO PIAUI";19;5568;0
"CONCEICAO DO CANINDE";19;5569;0
"CORONEL JOSE DIAS";19;5570;0
"CORRENTE";19;5571;0
"CRISTALANDIA DO PIAUI";19;5572;0
"CRISTINO CASTRO";19;5573;0
"CURIMATA";19;5574;0
"CURRAIS";19;5575;0
"CURRAL NOVO DO PIAUI";19;5576;0
"CURRALINHOS";19;5577;0
"DEMERVAL LOBAO";19;5578;0
"DIRCEU ARCOVERDE";19;5579;0
"DOM EXPEDITO LOPES";19;5580;0
"DOM INOCENCIO";19;5581;0
"DOMINGOS MOURAO";19;5582;0
"ELESBAO VELOSO";19;5583;0
"ELISEU MARTINS";19;5584;0
"ESPERANTINA";19;5585;0
"FARTURA DO PIAUI";19;5586;0
"FLORES DO PIAUI";19;5587;0
"FLORESTA DO PIAUI";19;5588;0
"FLORIANO";19;5589;0
"FRANCINOPOLIS";19;5590;0
"FRANCISCO AYRES";19;5591;0
"FRANCISCO MACEDO";19;5592;0
"FRANCISCO SANTOS";19;5593;0
"FRONTEIRAS";19;5594;0
"GEMINIANO";19;5595;0
"GILBUES";19;5596;0
"GUADALUPE";19;5597;0
"GUARIBAS";19;5598;0
"HUGO NAPOLEAO";19;5599;0
"ILHA GRANDE";19;5600;0
"INHUMA";19;5601;0
"IPIRANGA DO PIAUI";19;5602;0
"ISAIAS COELHO";19;5603;0
"ITAINOPOLIS";19;5604;0
"ITAUEIRA";19;5605;0
"JACOBINA DO PIAUI";19;5606;0
"JAICOS";19;5607;0
"JARDIM DO MULATO";19;5608;0
"JATOBA DO PIAUI";19;5609;0
"JERUMENHA";19;5610;0
"JOAO COSTA";19;5611;0
"JOAQUIM PIRES";19;5612;0
"JOCA MARQUES";19;5613;0
"JOSE DE FREITAS";19;5614;0
"JUAZEIRO DO PIAUI";19;5615;0
"JULIO BORGES";19;5616;0
"JUREMA";19;5617;0
"LAGOA ALEGRE";19;5618;0
"LAGOA DE SAO FRANCISCO";19;5619;0
"LAGOA DO BARRO DO PIAUI";19;5620;0
"LAGOA DO PIAUI";19;5621;0
"LAGOA DO SITIO";19;5622;0
"LAGOINHA DO PIAUI";19;5623;0
"LANDRI SALES";19;5624;0
"LUIS CORREIA";19;5625;0
"LUZILANDIA";19;5626;0
"MADEIRO";19;5627;0
"MANOEL EMIDIO";19;5628;0
"MARCOLANDIA";19;5629;0
"MARCOS PARENTE";19;5630;0
"MASSAPE DO PIAUI";19;5631;0
"MATIAS OLIMPIO";19;5632;0
"MIGUEL ALVES";19;5633;0
"MIGUEL LEAO";19;5634;0
"MILTON BRANDAO";19;5635;0
"MONSENHOR GIL";19;5636;0
"MONSENHOR HIPOLITO";19;5637;0
"MONTE ALEGRE DO PIAUI";19;5638;0
"MORRO CABECA NO TEMPO";19;5639;0
"MORRO DO CHAPEU DO PIAUI";19;5640;0
"MURICI DOS PORTELAS";19;5641;0
"NAZARE DO PIAUI";19;5642;0
"NOSSA SENHORA DE NAZARE";19;5643;0
"NOSSA SENHORA DOS REMEDIOS";19;5644;0
"NOVA SANTA RITA";19;5645;0
"NOVO NILO";19;5646;0
"NOVO ORIENTE DO PIAUI";19;5647;0
"NOVO SANTO ANTONIO";19;5648;0
"OEIRAS";19;5649;0
"OLHO DAGUA DO PIAUI";19;5650;0
"PADRE MARCOS";19;5651;0
"PAES LANDIM";19;5652;0
"PAJEU DO PIAUI";19;5653;0
"PALMEIRA DO PIAUI";19;5654;0
"PALMEIRAIS";19;5655;0
"PAQUETA";19;5656;0
"PARNAGUA";19;5657;0
"PARNAIBA";19;5658;0
"PASSAGEM FRANCA DO PIAUI";19;5659;0
"PATOS DO PIAUI";19;5660;0
"PAULISTANA";19;5661;0
"PAVUSSU";19;5662;0
"PEDRO II";19;5663;0
"PEDRO LAURENTINO";19;5664;0
"PICOS";19;5665;0
"PIMENTEIRAS";19;5666;0
"PIO IX";19;5667;0
"PIRACURUCA";19;5668;0
"PIRIPIRI";19;5669;0
"PORTO";19;5670;0
"PORTO ALEGRE DO PIAUI";19;5671;0
"PRATA DO PIAUI";19;5672;0
"QUEIMADA NOVA";19;5673;0
"REDENCAO DO GURGUEIA";19;5674;0
"REGENERACAO";19;5675;0
"RIACHO FRIO";19;5676;0
"RIBEIRA DO PIAUI";19;5677;0
"RIBEIRO GONCALVES";19;5678;0
"RIO GRANDE DO PIAUI";19;5679;0
"SANTA CRUZ DO PIAUI";19;5680;0
"SANTA CRUZ DOS MILAGRES";19;5681;0
"SANTA FILOMENA";19;5682;0
"SANTA LUZ";19;5683;0
"SANTA ROSA DO PIAUI";19;5684;0
"SANTANA DO PIAUI";19;5685;0
"SANTO ANTONIO DE LISBOA";19;5686;0
"SANTO ANTONIO DOS MILAGRES";19;5687;0
"SANTO INACIO DO PIAUI";19;5688;0
"SAO BRAZ DO PIAUI";19;5689;0
"SAO FELIX DO PIAUI";19;5690;0
"SAO FRANCISCO DE ASSIS DO PIAUI";19;5691;0
"SAO FRANCISCO DO PIAUI";19;5692;0
"SAO GONCALO DO GURGUEIA";19;5693;0
"SAO GONCALO DO PIAUI";19;5694;0
"SAO JOAO DA CANABRAVA";19;5695;0
"SAO JOAO DA FRONTEIRA";19;5696;0
"SAO JOAO DA SERRA";19;5697;0
"SAO JOAO DA VARJOTA";19;5698;0
"SAO JOAO DO ARRAIAL";19;5699;0
"SAO JOAO DO PIAUI";19;5700;0
"SAO JOSE DO DIVINO";19;5701;0
"SAO JOSE DO PEIXE";19;5702;0
"SAO JOSE DO PIAUI";19;5703;0
"SAO JULIAO";19;5704;0
"SAO LOURENCO DO PIAUI";19;5705;0
"SAO LUIS DO PIAUI";19;5706;0
"SAO MIGUEL DA BAIXA GRANDE";19;5707;0
"SAO MIGUEL DO FIDALGO";19;5708;0
"SAO MIGUEL DO TAPUIO";19;5709;0
"SAO PEDRO DO PIAUI";19;5710;0
"SAO RAIMUNDO NONATO";19;5711;0
"SEBASTIAO BARROS";19;5712;0
"SEBASTIAO LEAL";19;5713;0
"SIGEFREDO PACHECO";19;5714;0
"SIMOES";19;5715;0
"SIMPLICIO MENDES";19;5716;0
"SOCORRO DO PIAUI";19;5717;0
"SUSSUAPARA";19;5718;0
"TAMBORIL DO PIAUI";19;5719;0
"TANQUE DO PIAUI";19;5720;0
"TERESINA";19;5721;0
"UNIAO";19;5722;0
"URUCUI";19;5723;0
"VALENCA DO PIAUI";19;5724;0
"VARZEA BRANCA";19;5725;0
"VARZEA GRANDE";19;5726;0
"VERA MENDES";19;5727;0
"VILA NOVA DO PIAUI";19;5728;0
"WALL FERRAZ";19;5729;0
"ABAPA";17;5730;0
"ABATIA";17;5731;0
"ACAMPAMENTO DAS MINAS";17;5732;0
"ACUNGUI";17;5733;0
"ADHEMAR DE BARROS";17;5734;0
"ADRIANOPOLIS";17;5735;0
"AGOSTINHO";17;5736;0
"AGUA AZUL";17;5737;0
"AGUA BOA";17;5738;0
"AGUA BRANCA";17;5739;0
"AGUA MINERAL";17;5741;0
"AGUA VERMELHA";17;5742;0
"AGUDOS DO SUL";17;5743;0
"ALECRIM";17;5744;0
"ALEXANDRA";17;5745;0
"ALMIRANTE TAMANDARE";17;5746;0
"ALTAMIRA DO PARANA";17;5747;0
"ALTANEIRA";17;5748;0
"ALTO ALEGRE";17;5749;0
"ALTO ALEGRE";17;5750;0
"ALTO ALEGRE DO IGUACU";17;5751;0
"ALTO AMPARO";17;5752;0
"ALTO DO AMPARO";17;5753;0
"ALTO PARA";17;5754;0
"ALTO PARANA";17;5755;0
"ALTO PIQUIRI";17;5756;0
"ALTO PORA";17;5757;0
"ALTO SABIA";17;5758;0
"ALTO SANTA FE";17;5759;0
"ALTO SAO JOAO";17;5760;0
"ALTONIA";17;5761;0
"ALVORADA DO IGUACU";17;5762;0
"ALVORADA DO SUL";17;5763;0
"AMAPORA";17;5764;0
"AMORINHA";17;5765;0
"AMPERE";17;5766;0
"ANAHY";17;5767;0
"ANDIRA";17;5768;0
"ANDORINHAS";17;5769;0
"ANGAI";17;5770;0
"ANGULO";17;5771;0
"ANTAS";17;5772;0
"ANTAS";17;5773;0
"ANTONINA";17;5774;0
"ANTONIO BRANDAO DE OLIVEIRA";17;5775;0
"ANTONIO OLINTO";17;5776;0
"ANUNCIACAO";17;5777;0
"APARECIDA DO OESTE";17;5778;0
"APIABA";17;5779;0
"APUCARANA";17;5780;0
"AQUIDABAN";17;5781;0
"ARANHA";17;5782;0
"ARAPONGAS";17;5783;0
"ARAPOTI";17;5784;0
"ARAPUA";17;5785;0
"ARAPUAN";17;5786;0
"ARARAPIRA";17;5787;0
"ARARUNA";17;5788;0
"ARAUCARIA";17;5789;0
"AREIA BRANCA DOS ASSIS";17;5790;0
"AREIAS";17;5791;0
"ARICANDUVA";17;5792;0
"ARIRANHA DO IVAI";17;5793;0
"AROEIRA";17;5794;0
"ARQUIMEDES";17;5795;0
"ASSAI";17;5796;0
"ASSIS CHATEAUBRIAND";17;5797;0
"ASTORGA";17;5798;0
"ATALAIA";17;5799;0
"AURORA DO IGUACU";17;5800;0
"BAIRRO CACHOEIRA";17;5801;0
"BAIRRO LIMOEIRO";17;5803;0
"BALSA NOVA";17;5804;0
"BANDEIRANTES";17;5805;0
"BANDEIRANTES DOESTE";17;5806;0
"BANHADO";17;5807;0
"BARAO DE LUCENA";17;5808;0
"BARBOSA FERRAZ";17;5809;0
"BARRA BONITA";17;5810;0
"BARRA BONITA";17;5811;0
"BARRA DO JACARE";17;5812;0
"BARRA GRANDE";17;5813;0
"BARRA GRANDE";17;5815;0
"BARRA GRANDE";17;5816;0
"BARRA SANTA SALETE";17;5818;0
"BARRACAO";17;5819;0
"BARREIRO";17;5821;0
"BARREIRO";17;5822;0
"BARREIRO";17;5823;0
"BARREIROS";17;5825;0
"BARRINHA";17;5826;0
"BARRO PRETO";17;5827;0
"BARRO PRETO";17;5828;0
"BARRO PRETO";17;5829;0
"BATEIAS";17;5830;0
"BAULANDIA";17;5831;0
"BELA VISTA";17;5832;0
"BELA VISTA";17;5833;0
"BELA VISTA DA CAROBA";17;5834;0
"BELA VISTA DO IVAI";17;5835;0
"BELA VISTA DO PARAISO";17;5836;0
"BELA VISTA DO PIQUIRI";17;5837;0
"BELA VISTA DO TAPIRACUI";17;5838;0
"BENTOPOLIS";17;5839;0
"BERNARDELLI";17;5840;0
"BETARAS";17;5841;0
"BITURUNA";17;5842;0
"BOA ESPERANCA";17;5843;0
"BOA ESPERANCA DO IGUACU";17;5845;0
"BOA VENTURA DE SAO ROQUE";17;5846;0
"BOA VISTA";17;5847;0
"BOA VISTA";17;5848;0
"BOA VISTA";17;5849;0
"BOA VISTA";17;5850;0
"BOA VISTA DA APARECIDA";17;5852;0
"BOCAINA";17;5853;0
"BOCAIUVA DO SUL";17;5854;0
"BOM JARDIM DO SUL";17;5855;0
"BOM JESUS DO SUL";17;5856;0
"BOM PROGRESSO";17;5857;0
"BOM RETIRO";17;5858;0
"BOM RETIRO";17;5859;0
"BOM RETIRO";17;5860;0
"BOM RETIRO";17;5861;0
"BOM SUCESSO";17;5862;0
"BOM SUCESSO";17;5863;0
"BOM SUCESSO DO SUL";17;5864;0
"BORDA DO CAMPO";17;5865;0
"BORMAN";17;5867;0
"BORRAZOPOLIS";17;5868;0
"BOTUQUARA";17;5869;0
"BOURBONIA";17;5870;0
"BRAGANEY";17;5871;0
"BRAGANTINA";17;5872;0
"BRASILANDIA DO SUL";17;5873;0
"BUGRE";17;5874;0
"BULCAO";17;5875;0
"CABRITO";17;5876;0
"CACATU";17;5877;0
"CACHOEIRA";17;5878;0
"CACHOEIRA DE CIMA";17;5879;0
"CACHOEIRA DE SAO JOSE";17;5880;0
"CACHOEIRA DO ESPIRITO SANTO";17;5881;0
"COLONIA CACHOEIRA";17;5882;0
"CACHOEIRINHA";17;5883;0
"CADEADINHO";17;5884;0
"CAETANO MENDES";17;5885;0
"CAFEARA";17;5886;0
"CAFEEIROS";17;5887;0
"CAFELANDIA";17;5888;0
"CAFEZAL DO SUL";17;5889;0
"CAITA";17;5890;0
"CALIFORNIA";17;5892;0
"CALOGERAS";17;5893;0
"CAMBARA";17;5894;0
"CAMBE";17;5895;0
"CAMBIJU";17;5896;0
"CAMBIRA";17;5897;0
"CAMPESTRINHO";17;5898;0
"CAMPINA";17;5899;0
"CAMPINA";17;5900;0
"CAMPINA";17;5901;0
"CAMPINA DA LAGOA";17;5902;0
"CAMPINA DO MIRANGUAVA";17;5903;0
"CAMPINA DO SIMAO";17;5904;0
"CAMPINA DOS FURTADOS";17;5905;0
"CAMPINA GRANDE DO SUL";17;5906;0
"CAMPINAS";17;5907;0
"CAMPO BONITO";17;5908;0
"CAMPO DO MEIO";17;5909;0
"CAMPO DO TENENTE";17;5910;0
"CAMPO LARGO";17;5911;0
"CAMPO LARGO DA ROSEIRA";17;5912;0
"CAMPO MAGRO";17;5913;0
"CAMPO MOURAO";17;5914;0
"CANDIDO DE ABREU";17;5915;0
"CANDOI";17;5916;0
"CANELA";17;5917;0
"CANTAGALO";17;5918;0
"CANZIANOPOLIS";17;5919;0
"CAPANEMA";17;5920;0
"CAPAO ALTO";17;5921;0
"CAPAO ALTO";17;5922;0
"CAPAO BONITO";17;5923;0
"CAPAO DA LAGOA";17;5924;0
"CAPAO GRANDE";17;5925;0
"CAPAO RICO";17;5926;0
"CAPITAO LEONIDAS MARQUES";17;5927;0
"CAPIVARA";17;5928;0
"CAPOEIRINHA";17;5929;0
"CARA PINTADO";17;5930;0
"CARA-CARA";17;5931;0
"CARAJA";17;5932;0
"CARAMBEI";17;5933;0
"CARAMURU";17;5934;0
"CARATUVA";17;5935;0
"CARAZINHO";17;5936;0
"CARBONERA";17;5937;0
"CARLOPOLIS";17;5938;0
"CASA NOVA";17;5939;0
"CASCATINHA";17;5940;0
"CASCAVEL";17;5941;0
"CASTRO";17;5942;0
"CATANDUVAS";17;5943;0
"CATANDUVAS";17;5944;0
"CATANDUVAS DO SUL";17;5945;0
"CATARINENSES";17;5946;0
"CAXAMBU";17;5947;0
"CENTENARIO";17;5948;0
"CENTENARIO DO SUL";17;5949;0
"CENTRAL LUPION";17;5950;0
"CENTRALITO";17;5951;0
"CENTRO NOVO";17;5952;0
"CERNE";17;5953;0
"CERRADO GRANDE";17;5954;0
"CERRO AZUL";17;5955;0
"CERRO VELHO";17;5956;0
"CEU AZUL";17;5957;0
"CHOPINZINHO";17;5958;0
"CIANORTE";17;5959;0
"CIDADE GAUCHA";17;5960;0
"CINTRA PIMENTEL";17;5961;0
"CLEVELANDIA";17;5962;0
"COITINHO";17;5963;0
"COLOMBO";17;5964;0
"COLONIA ACIOLI";17;5965;0
"COLONIA CASTELHANOS";17;5966;0
"COLONIA CASTROLANDA";17;5967;0
"COLONIA CENTENARIO";17;5968;0
"COLONIA CRISTINA";17;5969;0
"COLONIA DOM CARLOS";17;5970;0
"COLONIA ESPERANCA";17;5971;0
"COLONIA GENERAL CARNEIRO";17;5972;0
"COLONIA IAPO";17;5973;0
"COLONIA MELISSA";17;5974;0
"COLONIA MURICI";17;5975;0
"COLONIA PADRE PAULO";17;5976;0
"COLONIA PEREIRA";17;5977;0
"COLONIA SANTOS ANDRADE";17;5978;0
"COLONIA SAO JOSE";17;5979;0
"COLONIA SAPUCAI";17;5980;0
"COLONIA SAUDE";17;5981;0
"COLONIA TAPERA";17;5982;0
"COLORADO";17;5983;0
"COMUR";17;5984;0
"CONCEICAO";17;5986;0
"CONCHAS VELHAS";17;5987;0
"CONCIOLANDIA";17;5988;0
"CONGONHAS";17;5989;0
"CONGONHINHAS";17;5990;0
"CONSELHEIRO MAIRINCK";17;5991;0
"CONSELHEIRO ZACARIAS";17;5992;0
"CONTENDA";17;5993;0
"COPACABANA DO NORTE";17;5994;0
"CORBELIA";17;5995;0
"CORNELIO PROCOPIO";17;5996;0
"CORONEL DOMINGOS SOARES";17;5997;0
"CORONEL FIRMINO MARTINS";17;5998;0
"CORONEL VIVIDA";17;5999;0
"CORREIA DE FREITAS";17;6000;0
"CORUMBATAI DO SUL";17;6001;0
"CORVO";17;6002;0
"COSTEIRA";17;6003;0
"COVO";17;6004;0
"COXILHA RICA";17;6005;0
"CRISTO REI";17;6006;0
"CRISTO REI";17;6007;0
"CRUZ MACHADO";17;6008;0
"CRUZEIRO DO IGUACU";17;6009;0
"CRUZEIRO DO NORTE";17;6010;0
"CRUZEIRO DO OESTE";17;6011;0
"CRUZEIRO DO SUL";17;6012;0
"CRUZMALTINA";17;6013;0
"CUNHAPORANGA";17;6014;0
"CURITIBA";17;6015;0
"CURIUVA";17;6016;0
"CURUCACA";17;6017;0
"DEPUTADO JOSE AFONSO";17;6018;0
"DESPIQUE";17;6019;0
"DEZ DE MAIO";17;6021;0
"DIAMANTE DOESTE";17;6023;0
"DIAMANTE DO NORTE";17;6024;0
"DIAMANTE DO SUL";17;6025;0
"DOCE GRANDE";17;6026;0
"DOIS IRMAOS";17;6027;0
"DOIS IRMAOS";17;6028;0
"DOIS MARCOS";17;6029;0
"DOIS VIZINHOS";17;6030;0
"DOM RODRIGO";17;6031;0
"DORIZON";17;6032;0
"DOURADINA";17;6033;0
"DOUTOR ANTONIO PARANHOS";17;6034;0
"DOUTOR CAMARGO";17;6035;0
"DOUTOR ERNESTO";17;6036;0
"DOUTOR OLIVEIRA CASTRO";17;6037;0
"DOUTOR ULYSSES";17;6038;0
"EDUARDO XAVIER DA SILVA";17;6039;0
"EMBOGUACU";17;6040;0
"EMBOQUE";17;6041;0
"EMBOQUE";17;6042;0
"ENCANTADO DOESTE";17;6043;0
"ENCRUZILHADA";17;6044;0
"ENCRUZILHADA";17;6045;0
"ENEAS MARQUES";17;6046;0
"ENGENHEIRO BELTRAO";17;6047;0
"ENTRE RIOS";17;6048;0
"ENTRE RIOS DO OESTE";17;6049;0
"ESPERANCA DO NORTE";17;6050;0
"ESPERANCA NOVA";17;6051;0
"ESPIGAO ALTO DO IGUACU";17;6052;0
"ESPIRITO SANTO";17;6053;0
"ESTACAO GENERAL LUCIO";17;6054;0
"ESTACAO ROCA NOVA";17;6055;0
"EUROPA";17;6056;0
"EUZEBIO DE OLIVEIRA";17;6057;0
"FAISQUEIRA";17;6058;0
"FAROL";17;6059;0
"FAXINA";17;6060;0
"FAXINAL";17;6061;0
"FAXINAL DO CEU";17;6062;0
"FAXINAL DOS ELIAS";17;6063;0
"FAXINAL SANTA CRUZ";17;6064;0
"FAZENDA DO BRIGADEIRO";17;6065;0
"FAZENDA DOS BARBOSAS";17;6066;0
"FAZENDA JANGADA";17;6067;0
"FAZENDA RIO GRANDE";17;6068;0
"FAZENDA SALMO 23";17;6069;0
"FAZENDINHA";17;6070;0
"FELPUDO";17;6071;0
"FENIX";17;6072;0
"FERNANDES PINHEIRO";17;6073;0
"FERNAO DIAS";17;6074;0
"FERRARIA";17;6075;0
"FERREIRAS";17;6076;0
"FIGUEIRA";17;6077;0
"FIGUEIRA DO OESTE";17;6078;0
"FIUSAS";17;6079;0
"FLOR DA SERRA";17;6080;0
"FLOR DA SERRA DO SUL";17;6081;0
"FLORAI";17;6082;0
"FLORESTA";17;6083;0
"FLORESTOPOLIS";17;6084;0
"FLORIANO";17;6085;0
"FLORIDA";17;6086;0
"FLOROPOLIS";17;6087;0
"FLUVIOPOLIS";17;6088;0
"FORMIGONE";17;6089;0
"FORMOSA DO OESTE";17;6090;0
"FOZ DO IGUACU";17;6091;0
"FOZ DO JORDAO";17;6092;0
"FRANCISCO ALVES";17;6093;0
"FRANCISCO BELTRAO";17;6094;0
"FRANCISCO FREDERICO TEIXEIRA GUIMARAES";17;6095;0
"FREI TIMOTEO";17;6096;0
"FUEROS";17;6097;0
"FUNDAO";17;6098;0
"GAMADINHO";17;6099;0
"GAMELA";17;6100;0
"GAUCHA";17;6101;0
"GAVIAO";17;6102;0
"GAVIAO";17;6103;0
"GENERAL CARNEIRO";17;6104;0
"GENERAL OSORIO";17;6105;0
"GEREMIA LUNARDELLI";17;6106;0
"GODOY MOREIRA";17;6107;0
"GOIOERE";17;6108;0
"GOIOXIM";17;6109;0
"GOIS";17;6110;0
"GONCALVES JUNIOR";17;6111;0
"GRACIOSA";17;6112;0
"GRANDES RIOS";17;6113;0
"GUAIPORA";17;6114;0
"GUAIRA";17;6115;0
"GUAIRACA";17;6116;0
"GUAIRACA";17;6117;0
"GUAIRACA";17;6118;0
"GUAJUVIRA";17;6119;0
"GUAMIRANGA";17;6120;0
"GUAMIRIM";17;6121;0
"GUAPIRAMA";17;6122;0
"GUAPORE";17;6123;0
"GUAPOREMA";17;6124;0
"GUARA";17;6125;0
"GUARACI";17;6126;0
"GUARAGI";17;6127;0
"GUARAITUBA";17;6128;0
"GUARANI";17;6129;0
"GUARANIACU";17;6130;0
"GUARAPUAVA";17;6131;0
"GUARAPUAVINHA";17;6132;0
"GUARAQUECABA";17;6133;0
"GUARAREMA";17;6134;0
"GUARATUBA";17;6135;0
"GUARAUNA";17;6136;0
"GUARAVERA";17;6137;0
"GUARDAMORIA";17;6138;0
"HARMONIA";17;6139;0
"HERCULANDIA";17;6140;0
"HERVAL GRANDE";17;6141;0
"HERVEIRA";17;6142;0
"HERVEIRA";17;6143;0
"HIDRELETRICA ITAIPU";17;6144;0
"HONORIO SERPA";17;6145;0
"IARAMA";17;6146;0
"IBAITI";17;6147;0
"IBEMA";17;6148;0
"IBIACI";17;6149;0
"IBIPORA";17;6150;0
"ICARA";17;6151;0
"ICARAIMA";17;6152;0
"ICATU";17;6153;0
"IGREJINHA";17;6154;0
"IGUARACU";17;6155;0
"IGUATEMI";17;6156;0
"IGUATU";17;6157;0
"IGUIPORA";17;6158;0
"ILHA DO MEL";17;6159;0
"ILHA DOS VALADARES";17;6160;0
"IMBAU";17;6161;0
"IMBAUZINHO";17;6162;0
"IMBITUVA";17;6163;0
"INACIO MARTINS";17;6164;0
"INAJA";17;6165;0
